...1;nombre;region;provincia;comuna;hogares;hectareas;area;observaciones;año;tipo
322;Villa Los Aromos;Biobío;Concepción;Lota;89;4,97454827;31675,657193400;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;grandes
323;Villa Inés Hurtado;Biobío;Concepción;Lota;89;9,43205182;60070,596735530;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
324;Raúl Silva Henriquez;Biobío;Concepción;Lota;67;2,73317345;17408,181006090;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
325;El Treból;Biobío;Concepción;Lota;41;2,08343713;13270,074968535;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
326;La Vega;Biobío;Concepción;Lota;77;5,15139733;32814,722104140;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
327;Villa Las Araucarias;Biobío;Concepción;Lota;80;2,97337347;18934,903927960;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
328;Fuerte Viejo;Biobío;Concepción;Lota;113;5,85285742;37254,747392660;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
329;Villa Ilusión;Biobío;Concepción;Lota;174;8,98922290;57249,076042170;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
330;Villa Ricardo Lagos;Biobío;Concepción;Lota;41;2,19601758;13986,383258730;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
331;Villa Jericó;Biobío;Concepción;Lota;151;8,01225812;51035,019264495;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
332;Las Estrellas;Biobío;Concepción;Lota;56;1,42063369;9047,543606610;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
333;Línea Férrea Colcura;Biobío;Concepción;Lota;25;7,15778822;45551,992849775;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
334;Punta Astorga;Biobío;Concepción;Lota;70;2,56355788;16319,275311650;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;grandes
335;Roble Huacho;Biobío;Concepción;Lota;28;1,13362833;7216,820435965;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
336;Monte Los Olivos;Biobío;Concepción;Lota;69;2,62265920;16701,797825510;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
337;Villa El Estanque;Biobío;Concepción;Lota;112;6,69436720;42631,941774980;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
338;Mata Al Cerro;Biobío;Concepción;Lota;21;1,28950091;8208,809991435;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
339;Fresia;Biobío;Concepción;Lota;120;3,98372674;25370,398055495;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
340;El Peral;Biobío;Concepción;Lota;36;2,20613307;14053,708578345;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
341;Tiro Al Blanco;Biobío;Concepción;Lota;72;4,28948952;27317,296327310;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
342;Puerto Nuevo;Biobío;Concepción;Lota;76;3,51364721;22365,825272520;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
343;Escuela Vieja Colcura;Biobío;Concepción;Lota;111;8,38106272;53343,925440250;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
344;La Fabrica;Biobío;Concepción;Lota;38;2,33472547;14871,552972320;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
345;Psje. 1 Cerro El Santo;Biobío;Concepción;Tomé;32;1,20580039;7771,179693210;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
347;Pasaje Guajardo;Biobío;Concepción;Tomé;20;1,33642763;8610,757287865;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
348;Los Esteros;Biobío;Concepción;Tomé;37;8,40077440;54158,442276925;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
349;Los Castaños;Biobío;Concepción;Tomé;18;1,05196580;6779,935779940;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
350;Las Vertientes;Biobío;Concepción;Tomé;19;1,03933638;6693,824009950;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
351;Estación - Caleta Quichiuto;Biobío;Concepción;Tomé;42;2,14859646;13844,248429525;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
352;Llacolén;Biobío;Concepción;Tomé;15;0,71749663;4624,794165065;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
353;El Túnel;Biobío;Concepción;Tomé;29;1,27620409;8239,052402330;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
354;Madesal;Biobío;Concepción;Tomé;63;2,89993110;18713,405391855;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2011;grandes
355;Caleta Perone;Biobío;Concepción;Hualpén;21;1,05847462;6798,369817885;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
356;21 De Mayo Prat;Biobío;Concepción;Concepción;36;0,84551867;5421,741836110;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
357;Temístocles Rojas;Biobío;Concepción;Concepción;53;2,03191953;13026,954864210;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
358;Andres Lamas Pulmón Verde;Biobío;Concepción;Concepción;61;1,82938802;11728,863267505;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
359;Cantarrana;Biobío;Concepción;Coronel;125;5,52896375;35266,101578135;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
360;Vista Al Mar;Biobío;Concepción;Talcahuano;120;4,13672963;26593,164700560;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
361;Los Picunches;Biobío;Concepción;Talcahuano;26;0,89884923;5778,946492195;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
362;Las Gaviotas Bajo;Biobío;Concepción;Talcahuano;50;1,86831885;12012,493833470;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
363;Comité Pro Adelanto Polcura;Biobío;Concepción;Talcahuano;15;0,45855433;2948,444870385;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
364;Huillinco;Biobío;Concepción;Talcahuano;37;3,79246129;24383,905562315;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
365;Caramavida;Biobío;Concepción;Talcahuano;13;0,72771887;4677,936345265;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
366;Antinao Curaco;Biobío;Concepción;Talcahuano;58;5,01334978;32232,794642835;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
367;Comité Adelanto Pasaje 1 La Gloria;Biobío;Concepción;Talcahuano;49;2,28115953;14665,370870785;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
368;Vista La Bahía;Biobío;Concepción;Talcahuano;16;1,69466561;10894,164071085;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;normales
369;Comité Las Hormiguitas Asentamiento La Esperanza;Biobío;Concepción;Talcahuano;46;3,39872222;21849,501144345;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;normales
370;Coliumo Alto;Biobío;Concepción;Talcahuano;93;4,20843174;27060,818663995;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
371;La Unión;Biobío;Concepción;Talcahuano;85;4,70039772;30218,456935335;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
372;Las Algas;Biobío;Concepción;Talcahuano;105;2,30306855;14807,630816440;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2011;grandes
373;Cerro Bagnara;Biobío;Concepción;Talcahuano;76;0,76867587;4942,883574035;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2011;grandes
374;Sector Cuiñibal;Biobío;Biobío;Los Angeles;41;11,34305664;71296,803725320;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
375;Canchas Las Violetas;Biobío;Biobío;Los Angeles;11;5,40759412;34055,289807010;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
376;Pueblo Hundido;Biobío;Biobío;Alto Biobío;13;0,69353562;4314,591261460;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
378;La Pera;Biobío;Biobío;Tucapel;19;5,00158810;31616,880409110;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
379;Villa Coigue;Biobío;Biobío;Negrete;14;0,81492606;5121,241997565;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
380;La Esperanza Negrete;Biobío;Biobío;Negrete;11;1,37607612;8631,880287145;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
383;Reigolil;La Araucanía;Cautín;Curarrehue;18;3,08919689;18576,120497705;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
384;La Ribera;La Araucanía;Cautín;Temuco;33;4,14740876;25224,861763395;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
385;Estrella Del Amanecer;Tarapacá;Iquique;Alto Hospicio;46;1,02750556;8993,005249820;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
386;Jesús De Nazareth;Tarapacá;Iquique;Alto Hospicio;292;5,70083140;49894,124722425;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
387;Nueva Esperanza, La Greda;Biobío;Concepción;Penco;18;0,26808687;1722,762247630;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
388;San Lorenzo;Tarapacá;Iquique;Alto Hospicio;259;4,06856847;35608,749599310;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
389;Ampliación Pichi Cautín;La Araucanía;Cautín;Temuco;32;1,47144830;8951,919534605;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
390;Villa El Jazmín;Biobío;Concepción;Penco;26;0,82175813;5275,712644935;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
391;San Expedito I y II;Tarapacá;Iquique;Alto Hospicio;81;1,37257010;12012,999756560;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;grandes
393;Comité Integración;Tarapacá;Iquique;Alto Hospicio;73;2,01678484;17651,929541490;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
394;El Peral;Biobío;Arauco;Contulmo;15;0,29690172;1844,089929265;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
395;Antumapu;La Araucanía;Cautín;Temuco;30;0,64810434;3941,752260080;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
396;Independientes Unidos;Tarapacá;Iquique;Alto Hospicio;89;1,43881360;12593,366247355;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
397;Unidos Por Un Sueño;La Araucanía;Cautín;Temuco;12;0,71354257;4339,379018385;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;normales
398;Latinos Unidos;Tarapacá;Iquique;Alto Hospicio;41;0,89838190;7863,228920490;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
400;Los Sin Casa;La Araucanía;Cautín;Temuco;16;1,50837276;9179,663799575;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;normales
401;El Pueblo;Tarapacá;Iquique;Alto Hospicio;95;1,54778612;13547,429709760;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
402;El Esfuerzo Porvenir;La Araucanía;Cautín;Temuco;27;0,54525748;3319,736747880;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;normales
403;Laguna Cerro Verde II;Biobío;Arauco;Curanilahue;15;3,84890270;24269,319065225;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
404;Saturno;Tarapacá;Iquique;Alto Hospicio;42;0,66594623;5828,765203070;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
405;Chivilcan 3;La Araucanía;Cautín;Temuco;34;0,86665653;5275,883516090;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
406;Miraflores La Esperanza;Biobío;Arauco;Curanilahue;34;7,81118697;49234,771995225;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
407;Monserrat;Tarapacá;Iquique;Alto Hospicio;85;1,38859240;12153,807604955;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;grandes
408;Sueño De Todos;La Araucanía;Cautín;Temuco;19;0,83483289;5082,739437095;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
410;Juventud De Esfuerzo;Tarapacá;Iquique;Alto Hospicio;83;1,44127870;12614,855922415;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;grandes
411;La Fe De Chile;La Araucanía;Cautín;Temuco;29;1,21551904;7401,336291060;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
412;Temuco Chico;Biobío;Arauco;Los Alamos;51;7,11884421;44664,868561215;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
413;Nueva Esperanza I;Tarapacá;Iquique;Alto Hospicio;66;2,81906491;24674,499846220;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
414;Surire;La Araucanía;Cautín;Temuco;17;0,50900802;3099,591667905;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
415;21 De Mayo;Biobío;Arauco;Los Alamos;16;3,57349675;22445,018066900;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
416;Triangulo De Chivilcán;La Araucanía;Cautín;Temuco;104;3,92587075;23903,828151365;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
417;Unión, Fuerza Y Esperanza;Tarapacá;Iquique;Alto Hospicio;328;5,63091474;49285,708798270;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
418;Los Cipreses;Biobío;Arauco;Los Alamos;47;3,61041632;22680,592246275;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
419;Nuestro Sueño;Tarapacá;Iquique;Alto Hospicio;40;4,22802189;37006,801907500;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
420;Pilmaiquén;Biobío;Arauco;Los Alamos;53;6,91534207;43365,068899925;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
421;Ex Vertedero Sur;Tarapacá;Iquique;Alto Hospicio;180;4,38126104;38330,988538510;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
422;Un Futuro Para Daina;La Araucanía;Cautín;Temuco;37;1,47268449;8966,473279845;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
423;La Iglesia;Biobío;Concepción;Tomé;13;0,39138759;2526,680791875;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
424;San Martin;Tarapacá;Iquique;Alto Hospicio;38;0,99136602;8672,072972230;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
425;Samaritanos;Biobío;Concepción;Tomé;15;0,37251795;2399,876648205;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
427;Isla Andalien;Biobío;Concepción;Concepción;11;0,10071307;645,891546675;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
428;El Álamo;La Araucanía;Cautín;Temuco;43;1,89204542;11515,283587755;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
429;Jesús El Rey;Tarapacá;Iquique;Alto Hospicio;136;4,27000086;37371,894321145;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
430;La Puntilla - Cerro Lo Galindo;Biobío;Concepción;Concepción;87;5,01283791;32160,190821185;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
431;Quebrada Seca;Tarapacá;Iquique;Alto Hospicio;165;10,59777464;92769,563595115;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;grandes
432;Tañi Ruka;La Araucanía;Cautín;Temuco;11;0,75436438;4589,088679415;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
433;Alonso Rivera/Línea Férrea;Biobío;Concepción;Concepción;24;0,49064570;3146,925425310;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
435;Nuevo Vivir;Tarapacá;Iquique;Alto Hospicio;111;2,38242954;20853,638159415;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;grandes
436;Fray Juan Gallegos;Biobío;Concepción;Concepción;45;1,85905698;11928,730012605;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
437;Rotonda Los Poetas;La Araucanía;Cautín;Temuco;15;0,77562523;4717,726978725;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
438;Alto El Pueblito;Biobío;Concepción;Coronel;12;0,47244281;3011,027948440;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
439;Nuestro Hogar En El Desierto;Tarapacá;Iquique;Alto Hospicio;94;6,05711118;53018,252440995;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;grandes
440;Alto Los Pinos;La Araucanía;Cautín;Temuco;62;6,47521357;39405,077083845;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
441;El Pilón;Biobío;Concepción;Coronel;52;5,27406551;33637,293015470;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;grandes
442;Luz De Esperanza 2;Tarapacá;Iquique;Alto Hospicio;109;2,12673935;18614,551124360;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
444;Paso Seco Sur;Biobío;Concepción;Coronel;22;0,99487094;6349,779468965;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
445;Cruz Del Sur;La Araucanía;Cautín;Temuco;35;5,38553536;32754,147113965;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;normales
446;Villa Louta;Biobío;Concepción;Coronel;28;1,36081949;8684,628534905;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
447;10 De Agosto;Tarapacá;Iquique;Alto Hospicio;104;1,62943589;14261,209669315;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
448;Esperanza De Chivilcan;La Araucanía;Cautín;Temuco;51;1,78691536;10881,008289780;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
449;Sol De La Pampa;Tarapacá;Iquique;Alto Hospicio;186;3,25675642;28503,819930105;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
450;El Chiflón;Biobío;Concepción;Coronel;44;1,45350579;9274,280536715;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
451;Bienaventurados;La Araucanía;Cautín;Temuco;14;0,90984390;5533,418058515;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
452;Mirando las estrellas;Tarapacá;Iquique;Alto Hospicio;164;113,89540848;996142,547173305;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;grandes
453;El Guindo;Biobío;Concepción;Talcahuano;18;3,56691050;22897,408179385;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
454;Newen Mapu;La Araucanía;Cautín;Temuco;12;1,14121737;6950,320448085;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
455;Villa La Unión;Tarapacá;Tamarugal;Pozo Almonte;60;0,97064868;8493,180412975;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;grandes
456;Lonconao;Biobío;Concepción;Talcahuano;21;1,26679635;8145,595432940;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
457;Allegados Nuevo Milenio;La Araucanía;Cautín;Temuco;39;3,17658937;19342,422735130;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
458;Nuevo Amanecer;Tarapacá;Tamarugal;Pozo Almonte;82;1,31875083;11538,379964795;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;grandes
459;La Serena Recoleta;Biobío;Concepción;Talcahuano;60;2,68609889;17270,592738820;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;grandes
460;Los Conquistadores Del Sur;La Araucanía;Cautín;Temuco;25;1,27986082;7795,040292890;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;normales
461;Cerro San Miguel;Biobío;Concepción;Talcahuano;20;1,12805827;7241,970969585;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
462;Canadela;Tarapacá;Iquique;Alto Hospicio;126;2,11929728;18546,222127835;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;grandes
463;Nueva Vida;La Araucanía;Cautín;Temuco;13;0,62158552;3784,261120965;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
464;Phaxi Warmi;Tarapacá;Tamarugal;Pozo Almonte;25;0,37054003;3242,588474270;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
465;Vista Hermosa;Biobío;Concepción;Talcahuano;26;0,90491515;5819,210921180;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2019;normales
466;Infinity;La Araucanía;Cautín;Temuco;55;1,72861049;10524,092225410;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;grandes
467;Toma Las Vegas;Biobío;Biobío;Quilleco;23;1,62340214;10215,850072975;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2019;normales
468;La Pampa 2;Tarapacá;Iquique;Alto Hospicio;347;8,34933353;73035,815655090;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;grandes
470;Chile Despertó;La Araucanía;Cautín;Temuco;34;0,86570624;5269,982897240;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
471;Alto Molle;Tarapacá;Iquique;Alto Hospicio;3390;130,14154131;1138370,288675350;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;grandes
472;La Ligua;Biobío;Concepción;Talcahuano;28;7,75928833;49811,961797095;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2019;normales
473;Luz Y Esperanza;La Araucanía;Cautín;Temuco;56;1,51245763;9209,399864025;CAMPAMENTO EN CATASTRO NACIONAL 2022;CATASTRO_2022;grandes
474;Wen Newen;La Araucanía;Cautín;Temuco;12;0,64618709;3929,682938095;CAMPAMENTO EN CATASTRO NACIONAL 2022. AJUSTE DE LÍMITES;CATASTRO_2022;normales
475;Laguna Verde 2;Tarapacá;Iquique;Iquique;130;4,22110421;36948,965990960;CAMPAMENTO EN CATASTRO NACIONAL 2022. EXTENSIÓN DE LÍMITE;CATASTRO_2022;grandes
